Name,Symbol,Price Usd,volume 24h,Volume 30d,Market Cap,Dominance,Year Till Date Price Change Percentage,CMC Rank,Market Pair Count,Circulating Supply,Total Supply,Last Updated
Bandot Protocol,BDT,9.10E-05,151763.1107,4918260.408,0,0,87.6276,3408,3,0,0,2023-02-18T05:11:00.000Z
NAOS Finance,NAOS,0.01525698,151469.74,4789530.072,0,0,54.3697,3409,22,0,210000000,2023-02-18T05:11:00.000Z
Animal Farm Dogs,AFD,14.63735568,151375.1544,4590635.422,0,0,-48.1976,3410,2,0,0,2023-02-18T05:11:00.000Z
Erth Point,ERTH,75.46119434,150690.8955,6192234.4,0,0,47.6282,3411,3,0,100000000,2023-02-18T05:11:00.000Z
PIBBLE,PIB,0.000384258,150490.2161,3280771.225,0,0,66.697,3412,7,0,30000000000,2023-02-18T05:11:00.000Z
Shera Tokens,SHR,1.85E-07,150420.6065,4609298.102,0,0,43.6621,3413,4,0,1.7428E+12,2023-02-18T05:11:00.000Z
Planet NFT,PNFT,0.000810763,150053.9955,4758500.252,0,0,73.8879,3414,1,0,1E+11,2023-02-18T05:11:00.000Z
Atlas Navi,NAVI,0.124878655,149696.167,5714822.433,0,0,137.7789,3415,2,0,300000000,2023-02-18T05:11:00.000Z
BlueSparrow Token,BlueSparrow,0.080623419,149672.1598,4578498.323,0,0,149.5631,3416,11,0,44852397.24,2023-02-18T05:11:00.000Z
KlimaDAO,KLIMA,2.550167338,149429.6112,4345140.144,0,0,59.1912,3417,20,0,8047010,2023-02-18T05:11:00.000Z
Orbitau Taureum,TAUM,0.000611446,149335.6166,4653207.404,0,0,137.6937,3418,6,0,0,2023-02-18T05:11:00.000Z
CPUcoin,CPU,0.029985786,149263.9453,4802690.335,0,0,-3.0232,3419,3,0,0,2023-02-18T05:11:00.000Z
Traders coin,TRDC,0.000579655,148830.7284,4716118.853,0,0,-10.6333,3420,5,0,203451736.2,2023-02-18T05:11:00.000Z
METAFASTEST,METAF,0.279756377,148745.3101,4884353.771,0,0,0,3421,1,0,800000000,2023-02-18T05:11:00.000Z
Wrapped WDOGE,WWDOGE,0.087767809,148709.9698,4615349.041,0,0,25.8379,3422,52,0,26103715.38,2023-02-18T05:11:00.000Z
Angle,ANGLE,0.076691802,148085.5676,30190857.28,0,0,198.1404,3423,13,0,1000000000,2023-02-18T05:11:00.000Z
Combo,COMB,0.000552111,148003.7326,4786690.099,0,0,0.051,3424,1,0,0,2023-02-18T05:11:00.000Z
Solarbeam,SOLAR,0.034457563,147798.1966,4364517.11,0,0,6.4146,3425,8,0,44000000,2023-02-18T05:11:00.000Z
Pokemon Play,PPC,0.8729156,147643.9125,4558592.269,0,0,-67.5678,3426,6,0,1E+11,2023-02-18T05:11:00.000Z
GOLCOIN,GOLC,12.69015733,147336.1137,4497957.729,0,0,-19.0233,3427,3,0,290000000,2023-02-18T05:11:00.000Z
Metababy,BABY,0.03005848,147319.2917,3513680.176,0,0,80.5075,3428,2,0,1000000000,2023-02-18T05:11:00.000Z
Dynex,DNX,0.089913262,146536.4227,4403731.485,0,0,144.0069,3429,4,0,100000000,2023-02-18T05:11:00.000Z
Your Future Exchange,YFX,0.050333731,146336.3707,2920584.118,0,0,61.6531,3430,10,0,0,2023-02-18T05:11:00.000Z
ESPL ARENA,ARENA,0.015897711,146232.7365,4568942.081,0,0,0,3431,6,0,1000000000,2023-02-18T05:11:00.000Z
Coinweb,CWEB,0.017241577,145857.0526,11702638.43,0,0,36.0343,3432,13,0,7671841068,2023-02-18T05:11:00.000Z
00 Token,0,0.136862993,145703.3618,2900651.285,0,0,9.5167,3433,6,0,1000000000,2023-02-18T05:11:00.000Z
BKEX Chain,BKK,0.301494757,145232.6289,4552606.939,0,0,132.128,3434,5,0,148995575,2023-02-18T05:11:00.000Z
Darkness Dollar,DUSD,0.708148174,145077.4796,4112149.261,0,0,-8.8372,3435,9,0,400000,2023-02-18T05:11:00.000Z
JizzRocket,JIZZ,2.00E-05,144763.2192,4054391.929,0,0,0,3436,2,0,69000000000,2023-02-18T05:11:00.000Z
XRUN,XRUN,0.323358457,144759.2654,3963672.081,0,0,0.5432,3437,2,0,2100000000,2023-02-18T05:11:00.000Z
Neoxa,NEOX,0.000942153,144546.6578,4166048.022,0,0,-9.7976,3438,4,0,1360852741,2023-02-18T05:11:00.000Z
Griffin Art Ecosystem,GART,2.40E-06,144359.1161,4517081.487,0,0,17.5302,3439,8,0,83000000000,2023-02-18T05:11:00.000Z
Governance OHM,GOHM,2828.506061,144289.7375,4226222.522,0,0,13.3137,3440,25,0,113153.1905,2023-02-18T05:11:00.000Z
ThorFi,THOR,0.335308721,143804.9214,4434173.696,0,0,-10.0755,3441,6,0,20456743,2023-02-18T05:11:00.000Z
Terra World Token,TWD,0.033368532,143319.3719,4075567.002,0,0,7.4649,3442,43,0,0,2023-02-18T05:11:00.000Z
Metaplex,MPLX,0.071066795,142910.4388,11995348.11,0,0,80.3464,3443,14,0,1000000000,2023-02-18T05:11:00.000Z
MatrixETF,MDF,0.001269256,142525.1993,3760402.818,0,0,56.1681,3444,7,0,0,2023-02-18T05:11:00.000Z
xExchange,MEX,1.58E-05,142495.8555,4131146.522,0,0,-10.1203,3445,3,0,0,2023-02-18T05:11:00.000Z
SEOR Network,SEOR,0.001501045,142253.7856,4170872.556,0,0,-0.7325,3446,3,0,0,2023-02-18T05:11:00.000Z
Falcon Swaps,FALCONS,0.005283873,142202.5024,6934958.625,0,0,42.1869,3447,4,0,1000000000,2023-02-18T05:11:00.000Z
KittyCake,KCAKE,9.29E-07,142051.8303,4219487.65,0,0,29.5109,3448,3,0,1E+11,2023-02-18T05:11:00.000Z
Cornucopias,COPI,0.03175312,141852.1657,4265752.865,0,0,138.0437,3449,6,0,3840000000,2023-02-18T05:11:00.000Z
GetKicks,KICKS,0.002877924,141743.0141,8634590.176,0,0,159.238,3450,7,0,5000000000,2023-02-18T05:11:00.000Z
Unidef,U,0.000214208,141575.5066,4585869.474,0,0,9.5554,3451,5,0,7.92E+11,2023-02-18T05:11:00.000Z
Yeon,YEON,0.033702796,141216.3038,4611676.843,0,0,-11.7456,3452,3,0,10000000000,2023-02-18T05:11:00.000Z
RevolutionGames,RVLNG,0.003679756,140164.956,4707318.522,0,0,-3.502,3453,2,0,400000000,2023-02-18T05:11:00.000Z
LUCA,LUCA,0.861817711,139868.9146,4157327.814,0,0,-22.7623,3454,7,0,25656000,2023-02-18T05:11:00.000Z
Tectonic,TONIC,2.08E-07,139700.9923,3770633.86,0,0,149.7378,3455,27,0,5E+14,2023-02-18T05:11:00.000Z
SocialGood,SG,0.025462342,139513.2743,4354345.11,0,0,-38.3092,3456,14,0,9925752.73,2023-02-18T05:11:00.000Z
Tupan,TUPAN,0.014973017,139197.8402,3922186.235,0,0,0,3457,1,0,594101546,2023-02-18T05:11:00.000Z
LunchDAO,LUNCH,0.000144687,139146.8044,3904658.652,0,0,14.2024,3458,11,0,0,2023-02-18T05:11:00.000Z
AlphaDEX,ROAR,0.010821043,139053.0057,4637734.292,0,0,35.17,3459,4,0,120000000,2023-02-18T05:11:00.000Z
WallStreetBets DApp,WSB,0.000915388,138543.5579,5679365.236,0,0,68.5734,3460,16,0,0,2023-02-18T05:11:00.000Z
ViCA Token,VICA,0.019421679,138177.561,4265242.494,0,0,-76.4121,3461,4,0,2000000000,2023-02-18T05:11:00.000Z
LinkDao Network,LKD,0.784309203,138058.4422,3829535.266,0,0,-19.3576,3462,5,0,10000000,2023-02-18T05:11:00.000Z
THORWallet DEX,TGT,0.014000277,137339.2865,4005849.916,0,0,-21.623,3463,5,0,798169770.3,2023-02-18T05:11:00.000Z
pETH,PETH,1785.03842,137294.1722,3708466.316,0,0,45.0265,3464,2,0,3315.566491,2023-02-18T05:11:00.000Z
MyToken,MT,0.000165305,137157.4961,4460866.43,0,0,2.8135,3465,4,0,4000000000,2023-02-18T05:11:00.000Z
Web3Camp,3P,8.29E-08,136906.3587,4496582.825,0,0,0,3466,3,0,500000000,2023-02-18T05:11:00.000Z
Thoreum V3,THOREUM,1.835022269,136734.5865,4105281.178,0,0,343.669,3467,6,0,50000000,2023-02-18T05:11:00.000Z
Zamzam,ZAMZAM,6.62E-05,136480.1134,4229206.335,0,0,5.8925,3468,9,0,0,2023-02-18T05:11:00.000Z
Delio DSP,DSP,0.036696395,136426.6932,4061897.699,0,0,37.7271,3469,2,0,500000000,2023-02-18T05:11:00.000Z
Zeniq,ZENIQ,0.049785909,136301.4761,4214483.607,0,0,-17.2112,3470,9,0,86000000,2023-02-18T05:11:00.000Z
Balto Token,BALTO,0.001060562,136083.8527,4137730.986,0,0,18.5099,3471,3,0,980000000,2023-02-18T05:11:00.000Z
Squid Game,SQUID,0.009131528,135987.944,3998814.378,0,0,21.4771,3472,34,0,758871355,2023-02-18T05:11:00.000Z
Trillant,TRI,0.002498504,135556.6292,3890663.593,0,0,-51.0905,3473,2,0,50000000000,2023-02-18T05:11:00.000Z
Waifu,WAIFU,0.005338254,135299.3722,3772878.972,0,0,0,3474,3,0,69000000,2023-02-18T05:11:00.000Z
Pleasure Coin,NSFW,0.000265588,135263.3343,3828355.836,0,0,215.9477,3475,124,0,69000000000,2023-02-18T05:11:00.000Z
SHIBCAT,SHIBCAT,4.33E-10,134957.7125,3987871.502,0,0,0,3476,1,0,1E+15,2023-02-18T05:11:00.000Z
Tr3zor,TR3,0.002245074,134221.5032,4137392.066,0,0,-27.3433,3477,5,0,615000000,2023-02-18T05:11:00.000Z
Kiba Inu,KIBA,6.48E-06,134115.8818,4125164.793,0,0,128.3019,3478,17,0,1E+12,2023-02-18T05:11:00.000Z
Olympus v1,OHM,59.48574752,133767.0998,5250604.088,0,0,14.7255,3479,25,0,1416029,2023-02-18T05:11:00.000Z
Gold Secured Currency,GSX,0.008038426,133706.5148,3834488.164,0,0,-16.5477,3480,6,0,30000000000,2023-02-18T05:11:00.000Z
DeSpace Protocol,DES,0.002272541,133572.6013,3953790.096,0,0,88.7434,3481,10,0,100000000,2023-02-18T05:11:00.000Z
Cardence,CRDN,0.002200517,133564.7675,3965028.107,0,0,-52.5042,3482,8,0,50000000,2023-02-18T05:11:00.000Z
METALANDZ,$METAZ,3.91E-08,133056.958,3628676.217,0,0,171.9111,3483,5,0,1E+12,2023-02-18T05:11:00.000Z
Crypto Carbon Energy,CYCE,0.433887585,132893.8135,3923959.659,0,0,11.5163,3484,3,0,10000000000,2023-02-18T05:11:00.000Z
DeFi Franc,DCHF,1.109964762,132045.2826,4243434.82,0,0,-0.3968,3485,3,0,18232542,2023-02-18T05:11:00.000Z
Stride,STRD,0.469698107,132025.6845,3751041.803,0,0,144.4499,3486,2,0,0,2023-02-18T05:11:00.000Z
Rebuschain,REBUS,0.035021935,131940.2351,3741561.269,0,0,-45.8938,3487,2,0,377000000,2023-02-18T05:11:00.000Z
Medamon,MON,0.010332082,131820.3664,3573946.014,0,0,-60.249,3488,4,0,80000000,2023-02-18T05:11:00.000Z
TAP FANTASY,TAP,0.005111594,131585.5798,4010963.203,0,0,3.4312,3489,5,0,1000000000,2023-02-18T05:11:00.000Z
QoWatt,QWT,0.033603692,131275.0662,3533967.99,0,0,337.1026,3490,1,0,444000000,2023-02-18T05:11:00.000Z
CATCOIN,CATS,1.05E-09,130689.4631,4010462.381,0,0,1.4784,3491,12,0,9.87568E+14,2023-02-18T05:11:00.000Z
LoopNetwork,LOOP,0.032019127,130619.7798,3597075.424,0,0,70.023,3492,13,0,180695800.9,2023-02-18T05:11:00.000Z
ProspectorCrane,CRANE$,0.026269294,130505.1603,3794260.93,0,0,17.937,3493,3,0,500000,2023-02-18T05:11:00.000Z
VLaunch,VPAD,0.038512307,130090.3104,3908892.066,0,0,31.3558,3494,17,0,1000000000,2023-02-18T05:11:00.000Z
RabbitKing,RB,4.80E-08,129720.1393,3980874.852,0,0,0,3495,2,0,1E+14,2023-02-18T05:11:00.000Z
Gold Fever,NGL,0.240179967,128427.9217,6647452.713,0,0,30.9496,3496,12,0,169993800,2023-02-18T05:11:00.000Z
ChilliSwap,CHLI,0.146329488,128313.5178,3545707.355,0,0,68.6343,3497,2,0,0,2023-02-18T05:11:00.000Z
Crypto Media Network,CMN,0.523405477,127789.0455,3725418.914,0,0,30.663,3498,3,0,30000000,2023-02-18T05:11:00.000Z
Cat,CAT,4.88E-10,127738.7267,4103827.181,0,0,-64.029,3499,6,0,1E+15,2023-02-18T05:11:00.000Z
CatCoin V2,CATCOIN,2.35E-11,127282.4858,3877528.051,0,0,291.4528,3500,4,0,1.00E+17,2023-02-18T05:11:00.000Z
ZoidPay,ZPAY,0.080686059,127223.7472,3128167.634,0,0,50.7933,3501,4,0,700000000,2023-02-18T05:11:00.000Z
Cryptostone,CPS,8.07E-06,126957.5611,3675409.387,0,0,-5.1944,3502,9,0,29000000000,2023-02-18T05:11:00.000Z
Kyberdyne,KBD,0.002021972,126526.6992,3911720.068,0,0,6.0935,3503,5,0,0,2023-02-18T05:11:00.000Z
BINGO,BG,0.001879379,125639.3389,3885715.532,0,0,0.8561,3504,1,0,1000000000,2023-02-18T05:11:00.000Z
Tomb Shares,TSHARE,117.2657509,125403.1936,3959720.444,0,0,22.3699,3505,65,0,65585,2023-02-18T05:11:00.000Z
NEXTYPE,NT,0.00194505,125327.7184,2510518.506,0,0,-42.2189,3506,28,0,1000000000,2023-02-18T05:11:00.000Z
Panther Protocol,ZKP,0.061633962,125121.577,4113680.581,0,0,165.6338,3507,13,0,240529792,2023-02-18T05:11:00.000Z
Loon Network,LOON,0.003060629,124655.6729,4474697.52,0,0,97.2681,3508,8,0,0,2023-02-18T05:11:00.000Z
Jarvis Synthetic Euro,JEUR,1.072091242,124598.6117,3583964.059,0,0,0.0249,3509,20,0,0,2023-02-18T05:11:00.000Z
Connect Financial,CNFI,0.10028123,124579.5567,3890179.483,0,0,84.4312,3510,5,0,108500000,2023-02-18T05:11:00.000Z
BFK Warzone,BFK,0.000658068,124493.4843,3709856.79,0,0,-3.5953,3511,4,0,1000000000,2023-02-18T05:11:00.000Z
TokenAsset,NTB,0.128574302,124404.0111,3888140.571,0,0,51.9402,3512,2,0,0,2023-02-18T05:11:00.000Z
Bitcoin Vault,BTCV,2.737857345,124167.9193,3261109.534,0,0,13.5753,3513,15,0,13387175,2023-02-18T05:11:00.000Z
NightVerse Game,NVG,0.450090703,124148.5727,3741711.71,0,0,0,3514,1,0,1000000,2023-02-18T05:11:00.000Z
Storepay,SPC,3.70E-05,123847.6163,3990303.934,0,0,0,3515,2,0,0,2023-02-18T05:11:00.000Z
FERMA SOSEDI,FERMA,0.090336176,123753.4077,3688448.656,0,0,0,3516,3,0,11000000,2023-02-18T05:11:00.000Z
Ryoshis Vision,RYOSHI,1.31E-08,123750.7532,3654409.705,0,0,5.8561,3517,12,0,4.78356E+14,2023-02-18T05:11:00.000Z
XRdoge,XRDOGE,1.89E-05,123686.6714,3473976,0,0,-14.7396,3518,3,0,0,2023-02-18T05:11:00.000Z
DinoLFG,DINO,0.01132359,123647.2632,3701291.699,0,0,-28.3602,3519,5,0,333333333,2023-02-18T05:11:00.000Z
Unique Network,UNQ,0.00769155,123461.8872,17619970.24,0,0,146.2843,3520,1,0,0,2023-02-18T05:11:00.000Z
WaykiChain Governance Coin,WGRT,0.001811028,123420.9653,4369482.567,0,0,-45.2669,3521,6,0,21000000000,2023-02-18T05:11:00.000Z
Acet,ACT,0.008819137,123386.454,3376622.7,0,0,31.7463,3522,9,0,241577512.7,2023-02-18T05:11:00.000Z
Polkaswap,PSWAP,0.002050884,123354.7607,3944309.742,0,0,629.1443,3523,6,0,1392620.39,2023-02-18T05:11:00.000Z
SAFE(AnWang),SAFE,12.45332998,123133.8515,3542705.213,0,0,103.3238,3524,5,0,0,2023-02-18T05:11:00.000Z
Mars Token,MRST,0.017101032,123065.7268,2253421.357,0,0,-35.2004,3525,5,0,400000000,2023-02-18T05:11:00.000Z
LavaX Labs,LAVAX,0.024704979,122533.7169,3693933.716,0,0,53.9725,3526,1,0,0,2023-02-18T05:11:00.000Z
Arora,AROR,0.011405646,122491.6486,3496125.656,0,0,0,3527,2,0,100000000,2023-02-18T05:11:00.000Z
PaintSwap,BRUSH,0.0251651,122215.8356,3991266.641,0,0,213.8626,3528,24,0,164014824,2023-02-18T05:11:00.000Z
Trivians,TRIVIA,0.003491355,122139.4043,4004776.834,0,0,17.9273,3529,11,0,1000000000,2023-02-18T05:11:00.000Z
BRN Metaverse,BRN,0.163293935,121495.7375,3965805.069,0,0,25.3031,3530,7,0,400000000,2023-02-18T05:11:00.000Z
Uhive,HVE2,0.000488897,121164.0072,3960146.338,0,0,-13.7542,3531,3,0,60000000000,2023-02-18T05:11:00.000Z
SO-COL,SIMP,0.059670457,120814.069,3590734.762,0,0,0,3532,3,0,1000000000,2023-02-18T05:11:00.000Z
READ2N,RCM,2.260778015,120505.485,3272006.062,0,0,0,3533,1,0,6000000000,2023-02-18T05:11:00.000Z
Duel Network,DUEL,0.028845097,120149.0088,3656093.032,0,0,11.6533,3534,7,0,22533640,2023-02-18T05:11:00.000Z
Gera Coin,GERA,5.04E-05,119995.4558,3747372.521,0,0,-97.1882,3535,58,0,8800000000,2023-02-18T05:11:00.000Z
Italian National Football Team Fan Token,ITA,1.175904983,119932.9108,3523868.601,0,0,44.5776,3536,4,0,30000000,2023-02-18T05:11:00.000Z
Dione Protocol,DIONE,0.000254344,119773.9763,3688204.218,0,0,-16.6289,3537,2,0,10000000000,2023-02-18T05:11:00.000Z
Vault Hill City,VHC,0.003809078,119726.3292,3862111.54,0,0,6.4176,3538,5,0,340000000,2023-02-18T05:11:00.000Z
QUASA,QUA,0.001394997,119449.0876,3857025.948,0,0,-18.822,3539,6,0,77018214870,2023-02-18T05:11:00.000Z
Mars Protocol,MARS,0.338537769,119149.7057,3321998.195,0,0,0,3540,7,0,1000000000,2023-02-18T05:11:00.000Z
MetaMUI,MMUI,0.182643724,119086.5859,3469771.294,0,0,33.2627,3541,6,0,0,2023-02-18T05:11:00.000Z
IPVERSE,IPV,0.005909664,118990.4983,8998031.987,0,0,-40.1541,3542,4,0,3000000000,2023-02-18T05:11:00.000Z
COXSWAP V2,COX,4.32E-05,118941.336,3619296.235,0,0,259.5588,3543,2,0,116999999,2023-02-18T05:11:00.000Z
FIX00,FIX00,0.011025431,118896.9656,3577938.878,0,0,0,3544,2,0,9730800000,2023-02-18T05:11:00.000Z
Giftedhands,GHD,1.69E-05,118823.0235,2848296.752,0,0,-70.1607,3545,24,0,10000000000,2023-02-18T05:11:00.000Z
Witnet,WIT,0.002862542,118754.6637,4045882.363,0,0,-5.8196,3546,4,0,1137386450,2023-02-18T05:11:00.000Z
StorX Network,SRX,0.016985298,118469.2003,3307042.119,0,0,6.7474,3547,7,0,537001254.9,2023-02-18T05:11:00.000Z
MRHB DeFi Network,MRHB,0.007715026,118358.26,3337169.607,0,0,58.6186,3548,15,0,1000000000,2023-02-18T05:11:00.000Z
OEC ETH,ETHK,1694.054711,118015.5009,3373523.238,0,0,41.0025,3549,26,0,0,2023-02-18T05:11:00.000Z
VitaDAO,VITA,1.655714717,117821.0482,3370074.604,0,0,108.91,3550,10,0,19307808,2023-02-18T05:11:00.000Z
XRP Healthcare,XRPH,0.143828985,117796.5489,3671763.661,0,0,0,3551,1,0,100000000,2023-02-18T05:11:00.000Z
BlockNoteX,BNOX,0.60212134,117581.5548,3545410.217,0,0,0.3176,3552,2,0,27478.98,2023-02-18T05:11:00.000Z
Euro Shiba Inu,EShib,1.65E-12,117315.2099,3481189.325,0,0,60.8844,3553,8,0,2.10E+17,2023-02-18T05:11:00.000Z
FLIGHTCLUPCOIN,FLIGHT,3.20E-06,117289.21,3241490.608,0,0,27.6774,3554,2,0,1E+14,2023-02-18T05:11:00.000Z
ASSAPLAY,ASSA,0.006986408,116734.1115,3708981.197,0,0,-0.3058,3555,2,0,10000000000,2023-02-18T05:11:00.000Z
Menzy,MNZ,0.000369457,116720.8215,2132061.601,0,0,-40.8646,3556,5,0,0,2023-02-18T05:11:00.000Z
THORChain (ERC20),RUNE,1.222903968,116600.0375,3365044.46,0,0,30.8492,3557,44,0,0,2023-02-18T05:11:00.000Z
Ivar Coin,IVAR,0.5379084,116598.0814,3808488.683,0,0,-15.583,3558,1,0,10000000000,2023-02-18T05:11:00.000Z
Scouthub,HUB,0.010381514,116560.0119,3668311.599,0,0,-24.621,3559,2,0,1000000000,2023-02-18T05:11:00.000Z
Puli,PULI,0.005578735,116500.9654,3583108.39,0,0,-25.614,3560,7,0,99895670,2023-02-18T05:11:00.000Z
Matchcup,MATCH,0.000433739,115570.3012,3441620.424,0,0,-9.8535,3561,3,0,100000000,2023-02-18T05:11:00.000Z
Dreamverse,DV,0.00250242,115433.9772,3471047.821,0,0,-41.8194,3562,4,0,2100000000,2023-02-18T05:11:00.000Z
Balkari,BKR,0.031837869,115360.2902,3357198.431,0,0,-43.0315,3563,4,0,10000000000,2023-02-18T05:11:00.000Z
I will poop it NFT,SHIT,1.51E-08,115213.5022,3929541.131,0,0,-37.0208,3564,26,0,0,2023-02-18T05:11:00.000Z
Proof Of Memes,POM,0.003425804,114901.3587,3304684.485,0,0,-45.1702,3565,2,0,1000000000,2023-02-18T05:11:00.000Z
All Coins Yield Capital,ACYC,5.54E-07,114869.9854,3355449.128,0,0,112.9659,3566,5,0,0,2023-02-18T05:11:00.000Z
Round X,RNDX,0.000244499,114405.4924,3875041.025,0,0,-26.1732,3567,2,0,0,2023-02-18T05:11:00.000Z
Vera,VERA,0.002830882,114332.0342,3540301.513,0,0,15.6426,3568,13,0,1000000000,2023-02-18T05:11:00.000Z
dexSHARE,DEXSHARE,22.86023757,114231.352,3642299.85,0,0,-55.5528,3569,6,0,66643,2023-02-18T05:11:00.000Z
Relictum Pro,GTN,0.001400282,114172.2801,3473054.657,0,0,-19.1274,3570,1,0,0,2023-02-18T05:11:00.000Z
Wiki Cat,WKC,1.30E-08,113454.8059,3098764.57,0,0,14552.1193,3571,12,0,7E+14,2023-02-18T05:11:00.000Z
Seek Tiger,STI,0.003359752,113227.2677,4644795.246,0,0,0.1216,3572,15,0,0,2023-02-18T05:11:00.000Z
Cheese (V2),CHEESE,7.58E-05,113218.9811,3588073.881,0,0,52.5151,3573,3,0,5E+11,2023-02-18T05:11:00.000Z
Equilibrium Games,EQ,0.06372966,112327.0362,3094847.575,0,0,-4.8805,3574,5,0,98270758,2023-02-18T05:11:00.000Z
CyberDragon Gold,GOLD,0.016564877,112167.0088,32302172.53,0,0,67.7785,3575,20,0,1785482245,2023-02-18T05:11:00.000Z
DR1VER,DR1$,0.008780429,111706.6482,3126071.382,0,0,-7.0949,3576,3,0,1000000,2023-02-18T05:11:00.000Z
Rubix,RBT,62.35306545,111315.6814,3377490.625,0,0,-31.4929,3577,3,0,0,2023-02-18T05:11:00.000Z
Baby Shiba Inu,BABYSHIBAINU,4.80E-09,111103.1771,3136403.791,0,0,25.0087,3578,13,0,0,2023-02-18T05:11:00.000Z
Nexus Dubai,NXD,0.001157703,111047.9945,3157984.481,0,0,-61.7007,3579,13,0,50000000000,2023-02-18T05:11:00.000Z
Moss Carbon Credit,MCO2,1.869699802,110829.7338,3757305.545,0,0,9.4441,3580,32,0,0,2023-02-18T05:11:00.000Z
BabyDoge ETH,BABYDOGE,5.94E-09,110661.9147,3085548.147,0,0,438.9724,3581,15,0,0,2023-02-18T05:11:00.000Z
Pando,PANDO,0.014545972,110516.7495,2212670.728,0,0,-59.7788,3582,12,0,0,2023-02-18T05:11:00.000Z
Nosana,NOS,0.018298762,110477.9477,3609762.572,0,0,13.756,3583,4,0,100000000,2023-02-18T05:11:00.000Z
Lite USD,LITE,9.948615632,110330.2791,3218251.179,0,0,-8.2712,3584,11,0,100000000,2023-02-18T05:11:00.000Z
Artube,ATT,0.000627055,110210.5754,3380032.963,0,0,-3.0286,3585,2,0,5000000000,2023-02-18T05:11:00.000Z
Gemie,GEM,0.018273683,109609.9328,3072075.922,0,0,18.3893,3586,4,0,1000000000,2023-02-18T05:11:00.000Z
EDDASwap,EDDA,112.754312,109490.5154,3260093.588,0,0,148.2138,3587,4,0,0,2023-02-18T05:11:00.000Z
Fusotao Protocol,TAO,0.067306315,109246.2178,8734824.744,0,0,-3.9669,3588,3,0,100000000,2023-02-18T05:11:00.000Z
Corite,CO,0.018655097,108940.8436,3297605.545,0,0,120.3334,3589,6,0,0,2023-02-18T05:11:00.000Z
Monfter,MON,0.001567313,108937.2845,3450068.357,0,0,70.5981,3590,5,0,0,2023-02-18T05:11:00.000Z
Piggy Finance,PIGGY,0.000460093,108802.1681,3176946.653,0,0,21.7552,3591,3,0,100000000,2023-02-18T05:11:00.000Z
Neuroni AI,NEURONI,0.223166451,108082.018,3079505.684,0,0,0,3592,1,0,10000000,2023-02-18T05:11:00.000Z
Wrapped LUNA Classic,WLUNC,0.000169461,107257.998,3109157.303,0,0,13.4657,3593,81,0,0,2023-02-18T05:11:00.000Z
Little Rabbit (V2),LTRBT,8.50E-09,107223.713,3255562.808,0,0,75.7947,3594,10,0,1E+15,2023-02-18T05:11:00.000Z
MoonStarter,MNST,0.006110187,107160.4561,3189189.273,0,0,69.0752,3595,5,0,200000000,2023-02-18T05:11:00.000Z
REV3AL,REV3L,0.005142279,107059.9139,3443254.457,0,0,0.5002,3596,6,0,1000000000,2023-02-18T05:11:00.000Z
Onigiri Neko,ONIGI,0.02762836,106832.6214,3004555.852,0,0,0,3597,1,0,111111111,2023-02-18T05:11:00.000Z
Malinka,MLNK,0.000533244,106777.9266,3326253.408,0,0,18.2135,3598,3,0,26242678247,2023-02-18T05:11:00.000Z
Gafa,GAFA,0.001345303,106726.577,3216934.922,0,0,1.1774,3599,4,0,0,2023-02-18T05:11:00.000Z
Starfish Finance,SEAN,0.004479821,106721.2468,3371072.297,0,0,-54.3331,3600,4,0,1000000000,2023-02-18T05:11:00.000Z
PulseBitcoin,PLSB,0.952688368,106705.3412,3510202.828,0,0,0,3601,4,0,0,2023-02-18T05:11:00.000Z
CryptoArt.Ai,CART,0.014225293,106575.2391,2053011.034,0,0,98.0462,3602,14,0,100000000,2023-02-18T05:11:00.000Z
Acadex Network,ACDX,0.055416097,106533.7609,3194529.034,0,0,115.4193,3603,1,0,1000000000,2023-02-18T05:11:00.000Z
Robo Inu Finance,RBIF,1.60E-10,106344.4964,3318941.558,0,0,-41.4053,3604,5,0,5.96E+16,2023-02-18T05:11:00.000Z
Heavenland,HTO,0.038896814,106286.3436,3018858.64,0,0,-3.6349,3605,5,0,500000000,2023-02-18T05:11:00.000Z
r/CryptoCurrency Moons,MOON,0.198094397,106204.0232,3486065.443,0,0,170.2521,3606,18,0,107887754,2023-02-18T05:11:00.000Z
Quantfury Token,QTF,10.13201694,106189.3651,3207420.941,0,0,15.4776,3607,3,0,100000000,2023-02-18T05:11:00.000Z
Moon Rabbit,AAA,1.01E-05,106169.999,3079891.845,0,0,1.7351,3608,18,0,8888888888,2023-02-18T05:11:00.000Z
Fistbump,FIST,0.032586377,105891.4005,2909662.583,0,0,-85.9348,3609,53,0,0,2023-02-18T05:11:00.000Z
ChangeX,CHANGE,0.014030685,105840.8551,2896171.657,0,0,10.5119,3610,3,0,425000000,2023-02-18T05:11:00.000Z
Chumbi Valley,CHMB,0.000291231,105580.3057,2928503.513,0,0,66.047,3611,10,0,30000000000,2023-02-18T05:11:00.000Z
Derived,DVDX,0.000142616,105131.8589,3160397.936,0,0,7.9233,3612,9,0,1000000000,2023-02-18T05:11:00.000Z
Dali,DALI,6.41E-09,105101.6773,3394438.807,0,0,12.885,3613,4,0,5E+14,2023-02-18T05:11:00.000Z
